ISTAT,TOPONIMO,COD_N,DEC,SIGLA,DCC,geometry
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,394181474
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,771706061
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,116954355
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,733477589
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,568163788
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,766592119
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,672001499
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,927598966
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,834614261
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,947408390
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,718771459
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,613236800
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,568542632
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,661203821
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,231361926
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,789896250
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,615845596
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,489674132
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,711841783
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,205730916
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,124372790
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,558779206
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,489380616
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,656127148
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,939574957
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,259809288
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,330336198
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,485877123
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,764737316
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,390032823
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,633570961
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,626169648
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,710117527
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,924281570
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,173646760
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,227412356
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,332749338
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,110176405
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,646051422
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,806809120
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,899238837
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,939169367
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,963239522
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,515652080
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,887572399
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,383175862
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,548023484
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,245447281
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,580770985
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,202292927
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,271730281
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,634278486
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,895167639
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,722947747
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,288542776
1272,Torino,"1,1",Residenziale - consolidato,R5,2010/09/13-110 P,205223681
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,529150881
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,657792657
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,824573731
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,967173993
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,314408361
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,888761087
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,590474137
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,535065023
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,801021417
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,762920917
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,199756994
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,881315444
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,610202763
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,757110268
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,791520964
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,613178224
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,544035759
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,751812286
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,375887659
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,481744741
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,850265156
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,417324324
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,743219857
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,367502486
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,402005766
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,755998411
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,204067409
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,954631580
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,267176709
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,663178604
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,555790778
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,701636543
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,910535181
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,166432727
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,703941650
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,239443767
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,792375941
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,677774088
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,301733732
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,179756078
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,402277657
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,546790998
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,209315689
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,796240819
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,593719987
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,733950284
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,216062255
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,349037422
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,665961098
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,232812799
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,713728298
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,559106658
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,473256709
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,857497150
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,356064594
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,803102905
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,928318200
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,477450299
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,191373108
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,491736575
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,206848981
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,125431646
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,708483052
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,415003626
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,553064242
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,926589167
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,793758585
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,286194552
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,832291156
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,596604751
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,257002161
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,693255111
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,476062563
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,235107839
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,947497096
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,770856352
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,317558744
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,296904329
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,947936356
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,239441693
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,820818464
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,758040524
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,803613802
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,318553905
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,865831595
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,406319503
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,217007756
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,110904971
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,463442056
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,276609497
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,313765937
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,670936931
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,438931576
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,720132432
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,965104530
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,517032272
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,941220712
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,743892475
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,933763088
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,920067042
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,705815123
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,881502714
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,595910808
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,102660511
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,223941855
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,359890642
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,579779125
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,913260222
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,847761184
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,807710364
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,153298355
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,297111150
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,792106498
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,310762875
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,487646491
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,472193275
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,876895684
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,257322679
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,121370910
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,332371865
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,891174383
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,131991915
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,550623264
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,842289677
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,549692392
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,410551147
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,975051806
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,258940739
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,155981152
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,880247983
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,436023816
1272,Torino,"1,1",Residenziale - consolidato,M1,2011/02/28-036 P,613400705
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,882091610
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,660063215
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,694105324
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,712848159
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,624468310
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,423715590
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,606103621
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,177797356
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,197876591
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,234515487
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,578482572
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,112372477
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,584866573
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,485649059
1272,Torino,"1,1",Residenziale - consolidato,R9,2008/04/01-61,293588878
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,216488586
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,266948852
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,102073066
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,327882423
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,987964983
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,525473144
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,300922517
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,507241394
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,629881693
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,515142710
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,826181467
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,473418172
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,473899536
1272,Torino,"1,1",Residenziale - consolidato,R7,2008/04/01-61,181163691
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,570339751
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,567849659
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,253800331
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,812219790
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,370855948
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,774280565
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,515162767
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,995779487
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,222469814
1272,Torino,"1,1",Residenziale - consolidato,R5,2008/04/01-61,300036454
1272,Torino,"1,1",Residenziale - consolidato,R7,2008/04/01-61,626875767
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,269683948
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,577754744
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,517287673
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,668100387
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,644530483
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,217773928
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,430273807
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,200327156
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,405057665
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,662300988
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,582212589
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,498335305
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,685554872
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,954789076
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,266495806
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,706146245
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,554259930
1272,Torino,"1,1",Residenziale - consolidato,R4,2009/05/11-184,401119539
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,160779001
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,104472882
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,934775683
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,763134368
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,959699960
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,824702340
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,638726755
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,808054061
1272,Torino,"1,1",Residenziale - consolidato,R7,2008/04/01-61,142215984
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,121109393
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,283195272
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,493105274
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,372927689
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,217783018
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,518914690
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,221030088
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,203261912
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,979658961
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,500768044
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,536621863
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,908014599
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,318086173
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,690827985
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,147029586
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,265508713
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,530514778
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,795992258
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,239296202
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,565501198
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,191179314
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,307210143
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,337442860
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,107976668
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,155060091
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,825361345
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,888385011
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,738094587
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,410941317
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,430040317
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,591063011
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,147810620
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,921044817
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,371815648
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,186392668
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,563071713
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,214502613
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,845975279
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,906989240
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,326988167
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,359843115
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,336334829
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,545090728
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,984015209
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,427699131
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,601377671
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,834703842
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,567930401
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,669107775
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,911811934
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,659719174
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,497271727
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,577056030
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,938570874
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,893589102
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,185905844
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,669336964
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,233349455
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,348135234
1272,Torino,"1,1",Residenziale - consolidato,R6,2008/04/01-61,783524098
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,429316286
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,539961548
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,159149460
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,171118331
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,767868836
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,624118272
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,264675342
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,149867479
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,224530402
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,211669944
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,538204637
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,778369152
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,908819889
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,980919721
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,823495798
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,632780406
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,393722223
1272,Torino,"1,1",Residenziale - consolidato,R1,2008/04/01-61,163309190
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,580319366
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,587184538
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,512482506
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,868592029
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,391157880
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,837381101
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,877147047
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,265553689
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,597735177
1272,Torino,"1,1",Residenziale - consolidato,R4,2008/04/01-61,720298640
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,632697264
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,717401004
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,233222963
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,813359972
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,384157178
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,392137488
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,591070215
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,133382930
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,685715853
1272,Torino,"1,1",Residenziale - consolidato,R3,2008/04/01-61,742556146
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,524623208
1272,Torino,"1,1",Residenziale - consolidato,R2,2008/04/01-61,492978532
1272,Torino,"1,1",Residenziale - consolidato,M1,2008/04/01-61,660690971
1272,Torino,"1,1",Residenziale - consolidato,R1V,2008/04/01-61,877923227
